91 Lê Lợi, Đức Hòa, Tây Ninh
418 Hai Bà Trưng, Di Linh, Lâm Đồng
463 Trần Hưng Đạo, Thuận Hóa, Huế
726 Nguyễn Trãi, Đức Phổ, Quảng Ngãi
729 Nguyễn Trãi, Hạ Long, Quảng Ninh
631 Trần Hưng Đạo, Cao Lãnh, Đồng Tháp
79 Võ Thị Sáu, Tam Đường, Lai Châu
732 Nguyễn Trãi, Hữu Lũng, Lạng Sơn
564 Lê Lợi, Yên Phong, Bắc Ninh
953 Trần Hưng Đạo, Hồng Bàng, Hải Phòng
101 Võ Thị Sáu, Bát Xát, Lào Cai
365 Hoàng Văn Thụ, Văn Lâm, Hưng Yên
205 Võ Thị Sáu, Diên Khánh, Khánh Hòa
59 Trần Hưng Đạo, Hồng Bàng, Hải Phòng
447 Trần Phú, Tam Đường, Lai Châu
913 Cách Mạng Tháng Tám, Hồng Ngự, Đồng Tháp
456 Nguyễn Văn Cừ, Trảng Bom, Đồng Nai
426 Đinh Tiên Hoàng, Hạ Long, Quảng Ninh
119 Phạm Văn Đồng, Đà Lạt, Lâm Đồng
48 Phan Đình Phùng, Đức Phổ, Quảng Ngãi
631 Quang Trung, Hàm Yên, Tuyên Quang
25 Hai Bà Trưng, Mai Sơn, Sơn La
200 Trần Phú, Quế Võ, Bắc Ninh
827 Lê Duẩn, Ngũ Hành Sơn, Đà Nẵng
724 Nguyễn Trãi, Pleiku, Gia Lai
375 Lý Thường Kiệt, Mộc Châu, Sơn La
128 Phan Đình Phùng, Ngô Quyền, Hải Phòng
181 Quang Trung, Sầm Sơn, Thanh Hóa
456 Lý Thường Kiệt, Thuận Châu, Sơn La
683 Quang Trung, Trùng Khánh, Cao Bằng
679 Hai Bà Trưng, Cao Lãnh, Đồng Tháp
890 Đinh Tiên Hoàng, Cao Lãnh, Đồng Tháp
483 Quang Trung, Phú Thọ, Phú Thọ
687 Đinh Tiên Hoàng, Sông Công, Thái Nguyên
831 Nguyễn Du, Tam Đường, Lai Châu
28 Phan Đình Phùng, Hương Trà, Huế
316 Phan Chu Trinh, Long Khánh, Đồng Nai
374 Phạm Văn Đồng, Lào Cai, Lào Cai
77 Trần Phú, Hải Châu, Đà Nẵng
599 Phan Đình Phùng, Long Khánh, Đồng Nai
185 Quang Trung, Lai Châu, Lai Châu
547 Nguyễn Văn Cừ, Diễn Châu, Nghệ An
178 Lý Thường Kiệt, Tuyên Quang, Tuyên Quang
822 Phan Đình Phùng, Lâm Thao, Phú Thọ
983 Lê Duẩn, Ninh Hòa, Khánh Hòa
556 Hai Bà Trưng, Cao Bằng, Cao Bằng
555 Nguyễn Huệ, Ô Môn, Cần Thơ
353 Nguyễn Văn Cừ, Hạ Long, Quảng Ninh
248 Lê Duẩn, Hoa Lư, Ninh Bình
253 Đinh Tiên Hoàng, Nghi Lộc, Nghệ An
436 Đinh Tiên Hoàng, Lạng Sơn, Lạng Sơn
214 Hai Bà Trưng, Đầm Dơi, Cà Mau
262 Nguyễn Thái Học, Cư M'gar, Đắk Lắk
489 Trần Phú, Lạng Sơn, Lạng Sơn
467 Phạm Văn Đồng, Sa Pa, Lào Cai
74 Phan Chu Trinh, Hàm Yên, Tuyên Quang
92 Cách Mạng Tháng Tám, Nguyên Bình, Cao Bằng
676 Trần Phú, Phú Xuân, Huế
764 Nguyễn Thái Học, Ayun Pa, Gia Lai
96 Trần Hưng Đạo, Cao Bằng, Cao Bằng
434 Phan Đình Phùng, Yên Sơn, Tuyên Quang
800 Quang Trung, Thuận Châu, Sơn La
510 Trần Phú, Than Uyên, Lai Châu
211 Phan Đình Phùng, An Khê, Gia Lai
515 Phan Đình Phùng, Long Khánh, Đồng Nai
924 Nguyễn Trãi, Mường Lay, Điện Biên
596 Nguyễn Du, Sơn Tịnh, Quảng Ngãi
695 Trần Phú, Phổ Yên, Thái Nguyên
83 Võ Thị Sáu, Đức Phổ, Quảng Ngãi
147 Võ Thị Sáu, Nghi Sơn, Thanh Hóa
801 Trần Hưng Đạo, Bắc Ninh, Bắc Ninh
168 Nguyễn Du, Ngũ Hành Sơn, Đà Nẵng
342 Quang Trung, Ô Môn, Cần Thơ
456 Lê Lợi, Trùng Khánh, Cao Bằng
998 Phan Chu Trinh, Bát Xát, Lào Cai
442 Trần Hưng Đạo, Nho Quan, Ninh Bình
602 Phạm Văn Đồng, Bảo Lộc, Lâm Đồng
141 Lê Lợi, Thanh Hóa, Thanh Hóa
431 Võ Thị Sáu, Than Uyên, Lai Châu
49 Nguyễn Huệ, Tịnh Biên, An Giang
106 Lý Thường Kiệt, Ayun Pa, Gia Lai
235 Trần Hưng Đạo, Hữu Lũng, Lạng Sơn
822 Lê Lợi, Cẩm Phả, Quảng Ninh
779 Phạm Văn Đồng, Hàm Yên, Tuyên Quang
388 Trần Phú, Biên Hòa, Đồng Nai
719 Phan Đình Phùng, Sông Công, Thái Nguyên
385 Lê Lợi, Hoa Lư, Ninh Bình
47 Nguyễn Thái Học, Đông Hà, Quảng Trị
486 Phan Chu Trinh, Hồng Lĩnh, Hà Tĩnh
118 Phan Chu Trinh, Kiến An, Hải Phòng
920 Quang Trung, Ngũ Hành Sơn, Đà Nẵng
266 Đinh Tiên Hoàng, Kiến An, Hải Phòng
696 Nguyễn Văn Cừ, Kỳ Anh, Hà Tĩnh
95 Nguyễn Huệ, Ninh Kiều, Cần Thơ
424 Hai Bà Trưng, Bỉm Sơn, Thanh Hóa
616 Lê Duẩn, Điện Biên Phủ, Điện Biên
88 Nguyễn Du, Tịnh Biên, An Giang
190 Hai Bà Trưng, Hồng Lĩnh, Hà Tĩnh
19 Trần Phú, Hà Tĩnh, Hà Tĩnh
107 Quang Trung, Krông Pắc, Đắk Lắk
478 Lý Thường Kiệt, Cao Lãnh, Đồng Tháp
866 Nguyễn Du, Buôn Ma Thuột, Đắk Lắk
344 Lê Duẩn, Na Hang, Tuyên Quang
191 Nguyễn Du, Tuần Giáo, Điện Biên
385 Lê Lợi, Đông Hà, Quảng Trị
351 Hai Bà Trưng, Đức Hòa, Tây Ninh
283 Hai Bà Trưng, Đại Từ, Thái Nguyên
192 Nguyễn Du, Long Hồ, Vĩnh Long
859 Trần Phú, Bát Xát, Lào Cai
548 Trần Phú, Đại Từ, Thái Nguyên
11 Quang Trung, Hưng Yên, Hưng Yên
443 Đinh Tiên Hoàng, Quảng Trị, Quảng Trị
14 Phạm Văn Đồng, Hà Tĩnh, Hà Tĩnh
326 Lý Thường Kiệt, Đầm Dơi, Cà Mau
932 Nguyễn Trãi, Mai Sơn, Sơn La
250 Lê Lợi, Móng Cái, Quảng Ninh
178 Lý Thường Kiệt, Bến Lức, Tây Ninh
515 Hai Bà Trưng, Nghi Sơn, Thanh Hóa
116 Nguyễn Huệ, Thuận Hóa, Huế
861 Trần Hưng Đạo, Ô Môn, Cần Thơ
319 Nguyễn Văn Cừ, Bát Xát, Lào Cai
755 Cách Mạng Tháng Tám, Phổ Yên, Thái Nguyên
121 Trần Phú, Lê Chân, Hải Phòng
421 Trần Phú, Lâm Thao, Phú Thọ
154 Cách Mạng Tháng Tám, Yên Sơn, Tuyên Quang
515 Võ Thị Sáu, Ea Kar, Đắk Lắk
733 Trần Phú, Vĩnh Long, Vĩnh Long
504 Phan Đình Phùng, Cửa Lò, Nghệ An
800 Hai Bà Trưng, Bát Xát, Lào Cai
177 Lý Thường Kiệt, Biên Hòa, Đồng Nai
726 Nguyễn Du, Móng Cái, Quảng Ninh
583 Cách Mạng Tháng Tám, Lê Chân, Hải Phòng
384 Phan Đình Phùng, Phong Thổ, Lai Châu
431 Nguyễn Thái Học, Quảng Trị, Quảng Trị
791 Võ Thị Sáu, Đại Từ, Thái Nguyên
231 Nguyễn Văn Cừ, Hưng Yên, Hưng Yên
710 Nguyễn Trãi, Cao Bằng, Cao Bằng
980 Lê Duẩn, Sơn Trà, Đà Nẵng
303 Lê Duẩn, Lâm Thao, Phú Thọ
27 Nguyễn Trãi, Sơn Tịnh, Quảng Ngãi
226 Lê Duẩn, Ea Kar, Đắk Lắk
383 Lý Thường Kiệt, Long Xuyên, An Giang
970 Trần Hưng Đạo, Đầm Dơi, Cà Mau
763 Đinh Tiên Hoàng, Đức Hòa, Tây Ninh
267 Lý Thường Kiệt, Yên Sơn, Tuyên Quang
726 Lê Lợi, Nhơn Trạch, Đồng Nai
637 Nguyễn Trãi, Hà Tĩnh, Hà Tĩnh
323 Trần Hưng Đạo, Hàm Yên, Tuyên Quang
48 Phan Chu Trinh, Long Xuyên, An Giang
482 Phạm Văn Đồng, Tuyên Quang, Tuyên Quang
934 Lê Duẩn, Ngũ Hành Sơn, Đà Nẵng
466 Cách Mạng Tháng Tám, Nho Quan, Ninh Bình
10 Trần Hưng Đạo, Mỹ Hào, Hưng Yên
565 Lê Lợi, Thanh Sơn, Phú Thọ
103 Trần Phú, Trần Văn Thời, Cà Mau
552 Trần Hưng Đạo, Tuần Giáo, Điện Biên
589 Phạm Văn Đồng, Mai Sơn, Sơn La
837 Quang Trung, Phổ Yên, Thái Nguyên
75 Phan Đình Phùng, Hàm Yên, Tuyên Quang
626 Nguyễn Trãi, Sơn Tịnh, Quảng Ngãi
171 Nguyễn Huệ, Tuần Giáo, Điện Biên
399 Lý Thường Kiệt, Thuận Châu, Sơn La
500 Trần Phú, Bảo Thắng, Lào Cai
915 Hoàng Văn Thụ, Vĩnh Linh, Quảng Trị
480 Phan Đình Phùng, Ayun Pa, Gia Lai
119 Nguyễn Thái Học, Yên Phong, Bắc Ninh
397 Trần Phú, Khoái Châu, Hưng Yên
250 Quang Trung, Bến Lức, Tây Ninh
9 Nguyễn Thái Học, Trùng Khánh, Cao Bằng
60 Cách Mạng Tháng Tám, Cẩm Phả, Quảng Ninh
868 Cách Mạng Tháng Tám, Uông Bí, Quảng Ninh
570 Trần Phú, Việt Trì, Phú Thọ
395 Nguyễn Huệ, Ô Môn, Cần Thơ
525 Nguyễn Thái Học, Hưng Yên, Hưng Yên
616 Nguyễn Thái Học, Bắc Ninh, Bắc Ninh
593 Nguyễn Trãi, Lâm Thao, Phú Thọ
298 Đinh Tiên Hoàng, Văn Lâm, Hưng Yên
369 Trần Phú, Hoa Lư, Ninh Bình
955 Nguyễn Văn Cừ, Long Hồ, Vĩnh Long
499 Lý Thường Kiệt, Ngô Quyền, Hải Phòng
996 Trần Hưng Đạo, Krông Pắc, Đắk Lắk
645 Hai Bà Trưng, Gio Linh, Quảng Trị
609 Nguyễn Huệ, Ngô Quyền, Hải Phòng
522 Trần Phú, Cẩm Phả, Quảng Ninh
130 Phạm Văn Đồng, Mộc Châu, Sơn La
202 Hai Bà Trưng, Sơn Tịnh, Quảng Ngãi
691 Quang Trung, Diên Khánh, Khánh Hòa
213 Hai Bà Trưng, Cao Lộc, Lạng Sơn
868 Nguyễn Trãi, Việt Trì, Phú Thọ
323 Hai Bà Trưng, Sầm Sơn, Thanh Hóa
173 Trần Phú, Cao Lãnh, Đồng Tháp
839 Nguyễn Huệ, Mai Sơn, Sơn La
63 Nguyễn Huệ, Diên Khánh, Khánh Hòa
969 Lê Duẩn, Phú Xuân, Huế
672 Nguyễn Trãi, Đại Từ, Thái Nguyên
530 Nguyễn Văn Cừ, Đức Hòa, Tây Ninh
247 Nguyễn Thái Học, Sa Đéc, Đồng Tháp
389 Phạm Văn Đồng, Mỹ Hào, Hưng Yên
290 Trần Hưng Đạo, Bát Xát, Lào Cai
288 Lê Duẩn, Buôn Ma Thuột, Đắk Lắk
225 Võ Thị Sáu, U Minh, Cà Mau
295 Trần Phú, Ô Môn, Cần Thơ
83 Nguyễn Văn Cừ, Hàm Yên, Tuyên Quang
103 Hai Bà Trưng, Lê Chân, Hải Phòng
307 Phan Chu Trinh, Cao Lãnh, Đồng Tháp
588 Quang Trung, Chi Lăng, Lạng Sơn
203 Nguyễn Du, Thuận Hóa, Huế
754 Lý Thường Kiệt, Lào Cai, Lào Cai
645 Hoàng Văn Thụ, Đầm Dơi, Cà Mau
132 Lê Duẩn, Đức Hòa, Tây Ninh
576 Nguyễn Trãi, Nguyên Bình, Cao Bằng
569 Trần Phú, Mộc Hóa, Tây Ninh
582 Nguyễn Huệ, Quế Võ, Bắc Ninh
146 Lê Duẩn, Mai Sơn, Sơn La
110 Lý Thường Kiệt, Ngô Quyền, Hải Phòng
398 Hoàng Văn Thụ, Nghi Xuân, Hà Tĩnh
341 Hoàng Văn Thụ, Than Uyên, Lai Châu
313 Lê Duẩn, Cao Bằng, Cao Bằng
301 Phan Chu Trinh, Phú Thọ, Phú Thọ
65 Hai Bà Trưng, Vĩnh Linh, Quảng Trị
295 Nguyễn Trãi, Mường Lay, Điện Biên
354 Hai Bà Trưng, Tuần Giáo, Điện Biên
822 Nguyễn Du, Vinh, Nghệ An
398 Hoàng Văn Thụ, Chư Păh, Gia Lai
284 Nguyễn Trãi, Buôn Ma Thuột, Đắk Lắk
913 Hoàng Văn Thụ, Sơn La, Sơn La
388 Hai Bà Trưng, Tư Nghĩa, Quảng Ngãi
413 Trần Phú, Ea Kar, Đắk Lắk
333 Phan Chu Trinh, Mộc Châu, Sơn La
516 Lê Lợi, Đông Hà, Quảng Trị
163 Hai Bà Trưng, Thanh Hóa, Thanh Hóa
579 Nguyễn Văn Cừ, Hàm Yên, Tuyên Quang
131 Hoàng Văn Thụ, Ngô Quyền, Hải Phòng
52 Nguyễn Trãi, Ô Môn, Cần Thơ
166 Nguyễn Huệ, Sơn Tịnh, Quảng Ngãi
26 Phan Đình Phùng, Hương Thủy, Huế
592 Trần Phú, Hương Thủy, Huế
763 Phan Đình Phùng, Long Hồ, Vĩnh Long
568 Nguyễn Văn Cừ, Chi Lăng, Lạng Sơn
252 Phan Chu Trinh, Đại Từ, Thái Nguyên
800 Trần Phú, Chi Lăng, Lạng Sơn
111 Cách Mạng Tháng Tám, Chư Păh, Gia Lai
178 Đinh Tiên Hoàng, Uông Bí, Quảng Ninh
29 Trần Phú, Lạng Sơn, Lạng Sơn
715 Cách Mạng Tháng Tám, Cà Mau, Cà Mau
660 Nguyễn Du, Từ Sơn, Bắc Ninh
285 Lê Lợi, Thanh Sơn, Phú Thọ
663 Trần Phú, Đầm Dơi, Cà Mau
510 Phan Chu Trinh, Tịnh Biên, An Giang
224 Cách Mạng Tháng Tám, Ngũ Hành Sơn, Đà Nẵng
654 Quang Trung, Bát Xát, Lào Cai
825 Quang Trung, Mộc Hóa, Tây Ninh
956 Quang Trung, Nghi Sơn, Thanh Hóa
249 Hoàng Văn Thụ, Ngô Quyền, Hải Phòng
452 Nguyễn Thái Học, Bắc Ninh, Bắc Ninh
22 Hoàng Văn Thụ, Than Uyên, Lai Châu
915 Cách Mạng Tháng Tám, Bảo Lộc, Lâm Đồng
589 Hai Bà Trưng, Đông Hà, Quảng Trị
462 Nguyễn Du, Kỳ Anh, Hà Tĩnh
380 Phan Chu Trinh, Ngô Quyền, Hải Phòng
696 Trần Phú, Trảng Bom, Đồng Nai
766 Phan Chu Trinh, Ninh Kiều, Cần Thơ
320 Hai Bà Trưng, Ngũ Hành Sơn, Đà Nẵng
74 Nguyễn Thái Học, Nghi Xuân, Hà Tĩnh
800 Lê Duẩn, Krông Pắc, Đắk Lắk
720 Hoàng Văn Thụ, Cao Lộc, Lạng Sơn
262 Nguyễn Thái Học, Phú Thọ, Phú Thọ
936 Hoàng Văn Thụ, Thanh Khê, Đà Nẵng
462 Lê Lợi, Đức Phổ, Quảng Ngãi
884 Phan Chu Trinh, Thanh Khê, Đà Nẵng
473 Hoàng Văn Thụ, Vĩnh Linh, Quảng Trị
413 Lê Duẩn, Lê Chân, Hải Phòng
321 Đinh Tiên Hoàng, Lạng Sơn, Lạng Sơn
97 Lê Duẩn, Long Xuyên, An Giang
614 Hoàng Văn Thụ, Văn Lâm, Hưng Yên
607 Nguyễn Huệ, Diên Khánh, Khánh Hòa
456 Lê Lợi, Chư Păh, Gia Lai
172 Trần Hưng Đạo, Sơn La, Sơn La
322 Nguyễn Du, Nguyên Bình, Cao Bằng
160 Quang Trung, Nghi Lộc, Nghệ An
656 Trần Phú, Khoái Châu, Hưng Yên
694 Nguyễn Huệ, Than Uyên, Lai Châu
386 Trần Hưng Đạo, Đại Từ, Thái Nguyên
466 Hoàng Văn Thụ, Kiến An, Hải Phòng
654 Trần Phú, Vĩnh Linh, Quảng Trị
233 Nguyễn Huệ, Cao Bằng, Cao Bằng
818 Võ Thị Sáu, Bắc Ninh, Bắc Ninh
292 Nguyễn Trãi, Gio Linh, Quảng Trị
475 Nguyễn Trãi, Lai Châu, Lai Châu
106 Đinh Tiên Hoàng, Hoa Lư, Ninh Bình
211 Lê Duẩn, Ninh Hòa, Khánh Hòa
591 Cách Mạng Tháng Tám, Lấp Vò, Đồng Tháp
91 Nguyễn Thái Học, Hà Tĩnh, Hà Tĩnh
834 Nguyễn Trãi, Bảo Thắng, Lào Cai
626 Quang Trung, Buôn Ma Thuột, Đắk Lắk
297 Nguyễn Trãi, Hồng Ngự, Đồng Tháp
814 Quang Trung, Ô Môn, Cần Thơ
177 Trần Phú, Bảo Lộc, Lâm Đồng
143 Trần Hưng Đạo, Lê Chân, Hải Phòng
126 Lê Duẩn, Mỹ Hào, Hưng Yên
882 Nguyễn Văn Cừ, Nghi Lộc, Nghệ An
256 Phạm Văn Đồng, Gio Linh, Quảng Trị
144 Nguyễn Trãi, Lào Cai, Lào Cai
101 Võ Thị Sáu, Điện Biên, Điện Biên
153 Võ Thị Sáu, Ninh Kiều, Cần Thơ
59 Phan Đình Phùng, Khoái Châu, Hưng Yên
515 Quang Trung, Bến Lức, Tây Ninh
322 Lý Thường Kiệt, Ninh Kiều, Cần Thơ
736 Lê Lợi, Bình Thủy, Cần Thơ
139 Nguyễn Du, Pleiku, Gia Lai
655 Lê Duẩn, Vĩnh Long, Vĩnh Long
849 Cách Mạng Tháng Tám, Bảo Thắng, Lào Cai
693 Quang Trung, Trần Văn Thời, Cà Mau
586 Nguyễn Trãi, Vĩnh Linh, Quảng Trị
221 Phạm Văn Đồng, Sa Đéc, Đồng Tháp
149 Trần Phú, Nguyên Bình, Cao Bằng
869 Cách Mạng Tháng Tám, Điện Biên Phủ, Điện Biên
549 Nguyễn Du, Móng Cái, Quảng Ninh
976 Trần Phú, Ayun Pa, Gia Lai
996 Cách Mạng Tháng Tám, Hưng Yên, Hưng Yên
737 Đinh Tiên Hoàng, Phú Xuân, Huế
565 Hai Bà Trưng, Ô Môn, Cần Thơ
396 Đinh Tiên Hoàng, Cẩm Phả, Quảng Ninh
963 Lý Thường Kiệt, Bát Xát, Lào Cai
722 Nguyễn Du, Chư Păh, Gia Lai
758 Nguyễn Huệ, Bình Thủy, Cần Thơ
717 Phan Đình Phùng, Mộc Hóa, Tây Ninh
662 Nguyễn Huệ, Na Hang, Tuyên Quang
677 Trần Phú, Hạ Long, Quảng Ninh
179 Lý Thường Kiệt, Sơn Tịnh, Quảng Ngãi
794 Lý Thường Kiệt, Mộc Châu, Sơn La
191 Trần Hưng Đạo, Cao Bằng, Cao Bằng
124 Hai Bà Trưng, Hồng Lĩnh, Hà Tĩnh
57 Hoàng Văn Thụ, Di Linh, Lâm Đồng
583 Nguyễn Văn Cừ, Đại Từ, Thái Nguyên
284 Phan Chu Trinh, Sơn La, Sơn La
632 Phạm Văn Đồng, Ninh Hòa, Khánh Hòa
124 Phan Đình Phùng, Nghi Sơn, Thanh Hóa
691 Nguyễn Văn Cừ, Bến Lức, Tây Ninh
659 Lý Thường Kiệt, Đầm Dơi, Cà Mau
381 Phạm Văn Đồng, Hà Tĩnh, Hà Tĩnh
719 Đinh Tiên Hoàng, Nha Trang, Khánh Hòa
295 Võ Thị Sáu, Đông Hà, Quảng Trị
231 Phạm Văn Đồng, Nhơn Trạch, Đồng Nai
498 Trần Phú, Hồng Bàng, Hải Phòng
104 Lê Lợi, Tam Đường, Lai Châu
82 Hoàng Văn Thụ, Hàm Yên, Tuyên Quang
130 Cách Mạng Tháng Tám, Biên Hòa, Đồng Nai
196 Võ Thị Sáu, Phổ Yên, Thái Nguyên
373 Quang Trung, Đại Từ, Thái Nguyên
414 Nguyễn Văn Cừ, Hàm Yên, Tuyên Quang
434 Trần Hưng Đạo, Ninh Kiều, Cần Thơ
626 Phan Chu Trinh, Chi Lăng, Lạng Sơn
473 Đinh Tiên Hoàng, Thanh Hóa, Thanh Hóa
770 Hoàng Văn Thụ, Cửa Lò, Nghệ An
487 Phạm Văn Đồng, Lê Chân, Hải Phòng
742 Hai Bà Trưng, Pleiku, Gia Lai
789 Phạm Văn Đồng, Mộc Châu, Sơn La
743 Trần Phú, Than Uyên, Lai Châu
817 Nguyễn Văn Cừ, Tam Đường, Lai Châu
112 Lý Thường Kiệt, Văn Lâm, Hưng Yên
16 Nguyễn Thái Học, Sơn Trà, Đà Nẵng
345 Nguyễn Trãi, Hải Châu, Đà Nẵng
877 Lý Thường Kiệt, Quế Võ, Bắc Ninh
80 Nguyễn Huệ, Chư Păh, Gia Lai
619 Nguyễn Văn Cừ, Ngô Quyền, Hải Phòng
572 Cách Mạng Tháng Tám, Hương Trà, Huế
428 Võ Thị Sáu, Krông Pắc, Đắk Lắk
286 Phan Chu Trinh, Buôn Ma Thuột, Đắk Lắk
744 Nguyễn Thái Học, Phong Thổ, Lai Châu
345 Lê Duẩn, Bến Lức, Tây Ninh
115 Lê Duẩn, Vinh, Nghệ An
963 Trần Hưng Đạo, Thanh Hóa, Thanh Hóa
497 Trần Phú, Na Hang, Tuyên Quang
278 Nguyễn Du, Sơn Tịnh, Quảng Ngãi
43 Nguyễn Trãi, Hương Thủy, Huế
311 Hoàng Văn Thụ, Bảo Lộc, Lâm Đồng
277 Phan Chu Trinh, Nguyên Bình, Cao Bằng
19 Phan Chu Trinh, Thuận Châu, Sơn La
191 Trần Phú, Sơn La, Sơn La
470 Phan Chu Trinh, Sông Công, Thái Nguyên
141 Lý Thường Kiệt, Krông Pắc, Đắk Lắk
859 Phạm Văn Đồng, Than Uyên, Lai Châu
483 Nguyễn Trãi, Lào Cai, Lào Cai
184 Lý Thường Kiệt, Hương Trà, Huế
589 Lê Duẩn, Mộc Hóa, Tây Ninh
644 Nguyễn Huệ, Sa Đéc, Đồng Tháp
617 Nguyễn Văn Cừ, Cao Lãnh, Đồng Tháp
64 Hoàng Văn Thụ, Krông Pắc, Đắk Lắk
115 Nguyễn Văn Cừ, Long Khánh, Đồng Nai
39 Phạm Văn Đồng, Châu Thành, An Giang
133 Đinh Tiên Hoàng, Bình Minh, Vĩnh Long
848 Lý Thường Kiệt, Lạng Sơn, Lạng Sơn
434 Trần Phú, Vĩnh Long, Vĩnh Long
302 Phan Đình Phùng, Bát Xát, Lào Cai
724 Nguyễn Du, Nghi Lộc, Nghệ An
775 Nguyễn Văn Cừ, Bình Minh, Vĩnh Long
228 Hoàng Văn Thụ, Lê Chân, Hải Phòng
4 Trần Phú, Nho Quan, Ninh Bình
882 Nguyễn Du, Tịnh Biên, An Giang
964 Phan Chu Trinh, Ninh Hòa, Khánh Hòa
614 Trần Phú, Tịnh Biên, An Giang
413 Phan Chu Trinh, Nguyên Bình, Cao Bằng
689 Quang Trung, Ninh Hòa, Khánh Hòa
891 Võ Thị Sáu, Nghi Xuân, Hà Tĩnh
519 Quang Trung, Đầm Dơi, Cà Mau
824 Võ Thị Sáu, Bảo Lộc, Lâm Đồng
694 Đinh Tiên Hoàng, Cao Lãnh, Đồng Tháp
405 Lê Lợi, Nghi Xuân, Hà Tĩnh
811 Nguyễn Huệ, Yên Sơn, Tuyên Quang
90 Nguyễn Du, Đức Phổ, Quảng Ngãi
688 Nguyễn Thái Học, Trùng Khánh, Cao Bằng
194 Hoàng Văn Thụ, Ea Kar, Đắk Lắk
115 Nguyễn Thái Học, Tịnh Biên, An Giang
392 Đinh Tiên Hoàng, Phú Thọ, Phú Thọ
504 Nguyễn Huệ, Diên Khánh, Khánh Hòa
19 Cách Mạng Tháng Tám, Na Hang, Tuyên Quang
470 Nguyễn Huệ, Nhơn Trạch, Đồng Nai
303 Nguyễn Trãi, Lâm Thao, Phú Thọ
835 Phan Đình Phùng, Tuyên Quang, Tuyên Quang
222 Trần Phú, Hồng Lĩnh, Hà Tĩnh
711 Lý Thường Kiệt, Trần Văn Thời, Cà Mau
157 Nguyễn Du, Sa Pa, Lào Cai
947 Phan Chu Trinh, Hưng Yên, Hưng Yên
408 Lê Lợi, Lê Chân, Hải Phòng
657 Lê Duẩn, Bỉm Sơn, Thanh Hóa
752 Cách Mạng Tháng Tám, Tam Đường, Lai Châu
429 Cách Mạng Tháng Tám, Hương Trà, Huế
190 Phan Đình Phùng, Đầm Dơi, Cà Mau
440 Lê Lợi, Cao Bằng, Cao Bằng
79 Trần Hưng Đạo, Long Xuyên, An Giang
908 Trần Phú, Lê Chân, Hải Phòng
621 Nguyễn Du, Ô Môn, Cần Thơ
656 Phan Chu Trinh, Bát Xát, Lào Cai
119 Lý Thường Kiệt, Quế Võ, Bắc Ninh
635 Trần Phú, Thuận Châu, Sơn La
712 Cách Mạng Tháng Tám, Lai Châu, Lai Châu
191 Phan Đình Phùng, Kiến An, Hải Phòng
462 Trần Hưng Đạo, Lấp Vò, Đồng Tháp
954 Lý Thường Kiệt, Trùng Khánh, Cao Bằng
226 Nguyễn Thái Học, Diên Khánh, Khánh Hòa
109 Trần Hưng Đạo, Quế Võ, Bắc Ninh
812 Hai Bà Trưng, Thanh Hóa, Thanh Hóa
25 Lê Lợi, Thanh Sơn, Phú Thọ
495 Cách Mạng Tháng Tám, Vĩnh Linh, Quảng Trị
36 Nguyễn Thái Học, Bình Thủy, Cần Thơ
254 Hoàng Văn Thụ, Thái Nguyên, Thái Nguyên
326 Lê Lợi, Hòa An, Cao Bằng
745 Võ Thị Sáu, Khoái Châu, Hưng Yên
579 Hoàng Văn Thụ, Chi Lăng, Lạng Sơn
284 Lê Lợi, Hưng Yên, Hưng Yên
209 Lê Lợi, Bến Lức, Tây Ninh
534 Lê Lợi, Bỉm Sơn, Thanh Hóa
859 Trần Hưng Đạo, Hưng Yên, Hưng Yên
966 Nguyễn Thái Học, Hoa Lư, Ninh Bình
740 Võ Thị Sáu, Hòa An, Cao Bằng
283 Nguyễn Trãi, Yên Sơn, Tuyên Quang
509 Trần Hưng Đạo, Long Hồ, Vĩnh Long
114 Nguyễn Huệ, Ninh Hòa, Khánh Hòa
733 Lê Lợi, Trảng Bom, Đồng Nai
841 Võ Thị Sáu, Điện Biên Phủ, Điện Biên
294 Trần Phú, Ngô Quyền, Hải Phòng
240 Cách Mạng Tháng Tám, Chư Păh, Gia Lai
679 Hoàng Văn Thụ, Trảng Bom, Đồng Nai
256 Nguyễn Du, Cà Mau, Cà Mau
639 Nguyễn Du, Ô Môn, Cần Thơ
696 Trần Hưng Đạo, Hồng Lĩnh, Hà Tĩnh
587 Trần Phú, Ea Kar, Đắk Lắk
523 Đinh Tiên Hoàng, Hà Tĩnh, Hà Tĩnh
442 Trần Phú, Long Hồ, Vĩnh Long
194 Quang Trung, Hồng Bàng, Hải Phòng
387 Phan Đình Phùng, Cư M'gar, Đắk Lắk
810 Nguyễn Du, Châu Đốc, An Giang
644 Võ Thị Sáu, Krông Pắc, Đắk Lắk
181 Lý Thường Kiệt, Chư Păh, Gia Lai
783 Đinh Tiên Hoàng, Thanh Sơn, Phú Thọ
745 Lê Duẩn, Ô Môn, Cần Thơ
371 Hai Bà Trưng, Thuận Châu, Sơn La
79 Hai Bà Trưng, Nhơn Trạch, Đồng Nai
270 Nguyễn Văn Cừ, Thái Nguyên, Thái Nguyên
243 Hoàng Văn Thụ, Lê Chân, Hải Phòng
336 Nguyễn Thái Học, Hữu Lũng, Lạng Sơn
294 Trần Phú, Hạ Long, Quảng Ninh
